feature	chromosome	start	end	SLX-16150.D712tp_D506tp.HC22VBBXY.s_3.r_1	SLX-17921.D707tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17922.D708tp_D503tp.HC22GBBXY.s_6.r_1
4:35000001-35500000	4	35000001	35500000	0.991	0.951	0.998
4:35500001-36000000	4	35500001	36000000	1.084	1.06	1.069
4:36000001-36500000	4	36000001	36500000	1.061	0.977	1.099
4:36500001-37000000	4	36500001	37000000	0.952	0.957	1.004
4:37000001-37500000	4	37000001	37500000	0.961	0.934	1.065
4:37500001-38000000	4	37500001	38000000	0.967	0.931	1.051
4:38000001-38500000	4	38000001	38500000	0.992	0.955	1.17
4:38500001-39000000	4	38500001	39000000	0.944	1.021	0.95
4:39000001-39500000	4	39000001	39500000	0.999	0.968	0.991
4:39500001-40000000	4	39500001	40000000	0.89	1.028	0.751
4:40000001-40500000	4	40000001	40500000	0.875	1.017	1.03
4:40500001-41000000	4	40500001	41000000	0.988	1.058	1.021
4:41500001-42000000	4	41500001	42000000	0.956	0.935	1.056
4:42000001-42500000	4	42000001	42500000	1.102	0.917	0.894
4:42500001-43000000	4	42500001	43000000	0.935	0.825	1.021
4:43000001-43500000	4	43000001	43500000	0.931	1.123	0.978
4:43500001-44000000	4	43500001	44000000	1.008	0.931	1.076
4:44000001-44500000	4	44000001	44500000	1.003	1.027	0.872
4:44500001-45000000	4	44500001	45000000	1.013	0.905	0.981
4:45000001-45500000	4	45000001	45500000	0.948	1.046	1.011
4:45500001-46000000	4	45500001	46000000	1.014	0.957	1.059
4:46000001-46500000	4	46000001	46500000	1.082	1.112	0.974
4:46500001-47000000	4	46500001	47000000	1.073	0.95	1.022
4:47000001-47500000	4	47000001	47500000	0.972	0.959	1.001
4:48000001-48500000	4	48000001	48500000	1.022	1.044	0.96
4:48500001-49000000	4	48500001	49000000	0.904	1.165	0.96
4:52000001-52500000	4	52000001	52500000	1.119	1.07	0.963
4:52500001-53000000	4	52500001	53000000	1.022	0.963	1.227
4:53000001-53500000	4	53000001	53500000	1.08	1.102	1.09
4:53500001-54000000	4	53500001	54000000	0.986	0.968	1.032
4:54000001-54500000	4	54000001	54500000	1.047	0.953	1.027
4:54500001-55000000	4	54500001	55000000	0.971	1.016	0.999
4:55500001-56000000	4	55500001	56000000	0.986	0.868	1.025
4:56000001-56500000	4	56000001	56500000	0.968	0.972	0.898
4:56500001-57000000	4	56500001	57000000	0.956	0.956	1.049
4:57000001-57500000	4	57000001	57500000	0.937	0.923	1.032
4:57500001-58000000	4	57500001	58000000	1.027	1.043	0.986
4:58000001-58500000	4	58000001	58500000	1	1.07	1.027
4:58500001-59000000	4	58500001	59000000	1.035	1.028	0.852
4:59000001-59500000	4	59000001	59500000	1.014	0.978	0.977
4:59500001-60000000	4	59500001	60000000	0.952	1.072	0.972
4:60000001-60500000	4	60000001	60500000	0.971	1.007	0.949
4:60500001-61000000	4	60500001	61000000	0.933	0.923	1.035
4:61000001-61500000	4	61000001	61500000	1.066	1.031	0.984
4:61500001-62000000	4	61500001	62000000	0.981	1.006	1.012
4:62000001-62500000	4	62000001	62500000	1.029	1.003	0.964
4:62500001-63000000	4	62500001	63000000	1.033	1.003	1.025
4:63000001-63500000	4	63000001	63500000	0.986	0.987	0.986
4:63500001-64000000	4	63500001	64000000	0.97	0.928	0.884
4:64000001-64500000	4	64000001	64500000	0.969	0.991	0.835
4:65000001-65500000	4	65000001	65500000	1.058	1.019	1.107
4:65500001-66000000	4	65500001	66000000	0.987	0.911	0.958
4:66500001-67000000	4	66500001	67000000	1.058	1.017	1.042
4:67000001-67500000	4	67000001	67500000	1.051	0.985	1.053
4:67500001-68000000	4	67500001	68000000	0.929	1.057	1.029
4:69500001-70000000	4	69500001	70000000	0.962	1.152	1.005
4:70000001-70500000	4	70000001	70500000	1.029	1.033	1.004
4:70500001-71000000	4	70500001	71000000	0.907	0.986	1.037
4:71000001-71500000	4	71000001	71500000	1.069	0.915	1.105
4:71500001-72000000	4	71500001	72000000	0.967	0.967	0.957
4:72000001-72500000	4	72000001	72500000	1.062	1.156	1.136
4:72500001-73000000	4	72500001	73000000	0.967	1.007	0.992
4:73000001-73500000	4	73000001	73500000	1.036	1.008	1.038
4:73500001-74000000	4	73500001	74000000	1.002	1.071	0.917
4:74000001-74500000	4	74000001	74500000	0.969	0.986	1.027
4:74500001-75000000	4	74500001	75000000	1.054	1.015	1.026
4:75500001-76000000	4	75500001	76000000	0.992	0.8	0.933
4:76000001-76500000	4	76000001	76500000	1.056	0.969	1.044
4:76500001-77000000	4	76500001	77000000	0.916	1.036	0.933
4:77000001-77500000	4	77000001	77500000	0.973	0.923	1.009
4:77500001-78000000	4	77500001	78000000	0.913	0.896	0.989
4:78500001-79000000	4	78500001	79000000	0.948	1.066	1.048
4:79000001-79500000	4	79000001	79500000	0.941	1.038	1.038
4:79500001-80000000	4	79500001	80000000	1.061	1.053	1.022
4:80000001-80500000	4	80000001	80500000	0.972	1.127	0.937
4:80500001-81000000	4	80500001	81000000	1.109	1.14	1.025
4:81000001-81500000	4	81000001	81500000	0.994	0.961	1.069
4:81500001-82000000	4	81500001	82000000	1.011	1.068	1.001
4:82000001-82500000	4	82000001	82500000	0.982	0.91	1.121
4:82500001-83000000	4	82500001	83000000	1.068	1.002	1.078
4:83500001-84000000	4	83500001	84000000	1.012	0.868	0.901
4:84000001-84500000	4	84000001	84500000	1.009	1.14	1.016
4:84500001-85000000	4	84500001	85000000	0.986	0.959	1.062
4:85000001-85500000	4	85000001	85500000	1.083	1.039	1.057
4:85500001-86000000	4	85500001	86000000	0.98	0.988	1.015
4:86000001-86500000	4	86000001	86500000	1.032	1.004	1.086
4:86500001-87000000	4	86500001	87000000	0.868	0.931	0.967
4:87000001-87500000	4	87000001	87500000	0.931	0.807	0.973
4:87500001-88000000	4	87500001	88000000	0.934	0.922	1.07
4:88000001-88500000	4	88000001	88500000	0.902	0.955	1.098
4:88500001-89000000	4	88500001	89000000	0.929	0.943	0.913
4:89000001-89500000	4	89000001	89500000	1.058	0.908	1.028
4:90000001-90500000	4	90000001	90500000	1.042	1.127	1.041
4:90500001-91000000	4	90500001	91000000	1.049	0.874	0.981
4:91000001-91500000	4	91000001	91500000	1.066	0.964	1.044
4:91500001-92000000	4	91500001	92000000	1.078	1.009	0.984
4:92000001-92500000	4	92000001	92500000	0.913	0.986	1.124
4:93000001-93500000	4	93000001	93500000	1.099	1.077	0.964
4:93500001-94000000	4	93500001	94000000	1.081	0.988	1.026
4:94000001-94500000	4	94000001	94500000	1.08	1.015	1.031
4:94500001-95000000	4	94500001	95000000	1.085	0.945	0.886
4:95000001-95500000	4	95000001	95500000	1.025	0.955	0.973
4:95500001-96000000	4	95500001	96000000	0.981	1.151	1.007
4:96000001-96500000	4	96000001	96500000	1.068	0.947	1.006
4:96500001-97000000	4	96500001	97000000	1.076	1.063	1.018
4:97000001-97500000	4	97000001	97500000	0.99	1.085	0.885
4:97500001-98000000	4	97500001	98000000	0.992	0.986	0.957
4:98000001-98500000	4	98000001	98500000	0.948	0.914	0.996
4:98500001-99000000	4	98500001	99000000	0.989	0.93	1.011
4:99000001-99500000	4	99000001	99500000	0.969	0.919	0.944
4:99500001-100000000	4	99500001	100000000	0.969	1.055	0.934
4:100000001-100500000	4	100000001	100500000	1.022	1.086	0.871
4:100500001-101000000	4	100500001	101000000	1.008	1.162	0.975
4:101000001-101500000	4	101000001	101500000	1.044	1.07	0.928
4:101500001-102000000	4	101500001	102000000	1.03	1.14	0.981
4:102000001-102500000	4	102000001	102500000	0.982	1.135	0.927
4:103000001-103500000	4	103000001	103500000	0.982	1.012	0.958
4:103500001-104000000	4	103500001	104000000	1.072	0.949	1.141
4:104000001-104500000	4	104000001	104500000	1.012	1.007	1.014
4:104500001-105000000	4	104500001	105000000	1.069	1.165	1.064
4:105000001-105500000	4	105000001	105500000	1.03	1.081	1.007
4:105500001-106000000	4	105500001	106000000	1.024	1.012	1.082
4:106000001-106500000	4	106000001	106500000	1.001	1.033	1.034
4:106500001-107000000	4	106500001	107000000	0.976	0.913	0.978
4:107000001-107500000	4	107000001	107500000	1.029	1.032	1.038
4:108000001-108500000	4	108000001	108500000	0.966	1.009	1.035
4:108500001-109000000	4	108500001	109000000	1.022	0.842	0.92
4:109000001-109500000	4	109000001	109500000	0.991	1.115	0.977
4:109500001-110000000	4	109500001	110000000	0.961	1.021	0.929
4:110000001-110500000	4	110000001	110500000	1.059	1.067	0.894
4:110500001-111000000	4	110500001	111000000	0.977	1.005	1.043
4:111000001-111500000	4	111000001	111500000	0.998	1.006	0.938
4:111500001-112000000	4	111500001	112000000	1.049	0.997	0.987
4:112500001-113000000	4	112500001	113000000	0.961	0.91	0.922
4:113000001-113500000	4	113000001	113500000	1.028	0.979	0.983
4:113500001-114000000	4	113500001	114000000	0.972	1.092	1.09
4:114000001-114500000	4	114000001	114500000	0.998	1	0.86
4:114500001-115000000	4	114500001	115000000	1.087	1.046	0.945
4:115000001-115500000	4	115000001	115500000	1.067	0.961	0.948
4:115500001-116000000	4	115500001	116000000	0.994	0.877	0.943
4:116500001-117000000	4	116500001	117000000	1.105	1.065	1.059
4:117000001-117500000	4	117000001	117500000	1.143	1.018	1.064
4:117500001-118000000	4	117500001	118000000	1.066	1.127	1.076
4:118000001-118500000	4	118000001	118500000	1.023	1.061	0.95
4:119500001-120000000	4	119500001	120000000	0.978	1.057	1.003
4:120000001-120500000	4	120000001	120500000	1.085	0.913	1.014
4:120500001-121000000	4	120500001	121000000	1.033	1.052	0.978
4:121000001-121500000	4	121000001	121500000	0.986	0.91	1.075
4:121500001-122000000	4	121500001	122000000	0.927	1.054	1.041
4:122000001-122500000	4	122000001	122500000	1.02	0.995	0.981
4:122500001-123000000	4	122500001	123000000	1.018	1.068	0.967
4:123000001-123500000	4	123000001	123500000	0.967	0.949	1.109
4:123500001-124000000	4	123500001	124000000	0.997	0.883	0.976
4:124000001-124500000	4	124000001	124500000	1.02	1.076	1.219
4:124500001-125000000	4	124500001	125000000	1.084	1.151	1.1
4:125000001-125500000	4	125000001	125500000	1.029	1.036	1.025
4:125500001-126000000	4	125500001	126000000	1.079	0.951	0.99
4:126000001-126500000	4	126000001	126500000	1.092	1.001	1.038
4:126500001-127000000	4	126500001	127000000	1.075	1.015	1.042
4:127000001-127500000	4	127000001	127500000	1.05	0.986	0.965
4:127500001-128000000	4	127500001	128000000	1.03	1.179	1.035
4:128500001-129000000	4	128500001	129000000	0.989	1.04	1.008
4:129000001-129500000	4	129000001	129500000	1.014	1.065	1.068
4:129500001-130000000	4	129500001	130000000	1.069	0.971	1.025
4:130000001-130500000	4	130000001	130500000	1.11	1.022	1.021
4:130500001-131000000	4	130500001	131000000	1.003	1.116	0.954
4:131000001-131500000	4	131000001	131500000	0.959	1.063	1.024
4:132000001-132500000	4	132000001	132500000	0.975	1.115	0.987
4:132500001-133000000	4	132500001	133000000	0.987	1.177	0.97
4:133000001-133500000	4	133000001	133500000	1.073	1.176	1.053
4:133500001-134000000	4	133500001	134000000	1.033	1.05	0.92
4:134000001-134500000	4	134000001	134500000	0.987	1.068	1.108
4:134500001-135000000	4	134500001	135000000	0.904	0.885	1.136
4:135000001-135500000	4	135000001	135500000	1.02	1.042	1
4:135500001-136000000	4	135500001	136000000	0.971	1.101	0.936
4:136000001-136500000	4	136000001	136500000	0.992	0.954	1.033
4:136500001-137000000	4	136500001	137000000	1.013	0.779	1.03
4:137000001-137500000	4	137000001	137500000	0.956	1.064	0.997
4:137500001-138000000	4	137500001	138000000	1.052	1.12	1.077
4:138000001-138500000	4	138000001	138500000	1.028	0.844	1.124
4:138500001-139000000	4	138500001	139000000	1.035	0.976	1.093
4:139000001-139500000	4	139000001	139500000	0.93	0.944	1.003
4:139500001-140000000	4	139500001	140000000	0.956	1.019	0.948
4:140000001-140500000	4	140000001	140500000	0.907	0.936	1.015
4:141000001-141500000	4	141000001	141500000	1.149	1.076	1.076
4:141500001-142000000	4	141500001	142000000	1.098	0.993	1.026
4:142000001-142500000	4	142000001	142500000	1.153	1.058	1.048
4:142500001-143000000	4	142500001	143000000	1.058	1.053	0.985
4:144500001-145000000	4	144500001	145000000	1.008	1.129	1.012
4:145000001-145500000	4	145000001	145500000	0.994	1.031	0.901
4:145500001-146000000	4	145500001	146000000	0.98	0.921	0.917
4:146000001-146500000	4	146000001	146500000	1.032	0.978	0.968
4:146500001-147000000	4	146500001	147000000	1.066	1.163	1.029
4:147000001-147500000	4	147000001	147500000	0.97	1.031	1.093
4:147500001-148000000	4	147500001	148000000	0.932	0.887	1.018
4:148000001-148500000	4	148000001	148500000	0.988	1.153	1.013
4:148500001-149000000	4	148500001	149000000	0.951	1.051	0.921
4:149000001-149500000	4	149000001	149500000	0.997	0.813	1.085
4:149500001-150000000	4	149500001	150000000	0.997	1.012	1.119
4:150000001-150500000	4	150000001	150500000	0.961	1.177	0.887
4:150500001-151000000	4	150500001	151000000	1.034	0.968	1.074
4:151000001-151500000	4	151000001	151500000	0.944	0.969	1.014
4:151500001-152000000	4	151500001	152000000	1.036	1.064	0.966
4:152000001-152500000	4	152000001	152500000	0.976	1.089	1.083
4:152500001-153000000	4	152500001	153000000	0.956	0.872	0.961
4:153000001-153500000	4	153000001	153500000	0.997	1.106	1.041
4:153500001-154000000	4	153500001	154000000	0.916	1.043	0.928
4:154000001-154500000	4	154000001	154500000	1.007	0.984	1.044
4:154500001-155000000	4	154500001	155000000	1.009	1.022	1.018
4:155500001-156000000	4	155500001	156000000	1.017	0.963	0.92
4:156000001-156500000	4	156000001	156500000	1.071	1.151	1.093
4:156500001-157000000	4	156500001	157000000	1.064	0.955	0.962
4:157000001-157500000	4	157000001	157500000	1.085	1.124	1.011
4:158000001-158500000	4	158000001	158500000	0.955	1.051	0.927
4:158500001-159000000	4	158500001	159000000	0.987	1.059	0.929
4:159000001-159500000	4	159000001	159500000	0.999	1.053	0.909
4:159500001-160000000	4	159500001	160000000	0.938	1.113	1.041
4:160500001-161000000	4	160500001	161000000	1.074	1.021	1.081
4:162500001-163000000	4	162500001	163000000	1.056	1.09	0.986
4:163000001-163500000	4	163000001	163500000	1.129	1.115	1.118
4:163500001-164000000	4	163500001	164000000	1.104	1.004	1.138
4:164000001-164500000	4	164000001	164500000	0.98	1.176	0.954
4:164500001-165000000	4	164500001	165000000	0.998	0.913	1.022
4:165000001-165500000	4	165000001	165500000	0.956	0.986	1.011
4:165500001-166000000	4	165500001	166000000	0.923	1.099	1.1
4:166000001-166500000	4	166000001	166500000	0.98	1.026	1.028
4:166500001-167000000	4	166500001	167000000	1.122	0.974	0.956
4:167000001-167500000	4	167000001	167500000	1.077	0.991	1.073
4:167500001-168000000	4	167500001	168000000	1.074	0.967	1.072
4:168000001-168500000	4	168000001	168500000	0.964	0.984	1.022
4:168500001-169000000	4	168500001	169000000	0.945	1.039	0.955
4:169000001-169500000	4	169000001	169500000	0.975	1.036	0.929
4:169500001-170000000	4	169500001	170000000	1.084	0.896	0.999
4:170000001-170500000	4	170000001	170500000	1.118	0.981	1.027
4:170500001-171000000	4	170500001	171000000	1.089	0.986	1.045
4:171000001-171500000	4	171000001	171500000	1.078	1.014	0.944
4:171500001-172000000	4	171500001	172000000	1.03	0.934	1.103
4:172500001-173000000	4	172500001	173000000	1.017	0.869	1.042
4:173000001-173500000	4	173000001	173500000	0.914	0.973	0.939
4:173500001-174000000	4	173500001	174000000	1.017	1.017	0.974
4:174000001-174500000	4	174000001	174500000	0.967	1.021	0.998
4:174500001-175000000	4	174500001	175000000	1.038	0.983	0.999
4:175000001-175500000	4	175000001	175500000	0.99	1.034	0.984
4:175500001-176000000	4	175500001	176000000	0.992	1.112	1.043
4:176000001-176500000	4	176000001	176500000	0.955	1.048	0.966
4:176500001-177000000	4	176500001	177000000	0.997	1.028	0.958
4:177000001-177500000	4	177000001	177500000	0.975	0.801	0.993
4:177500001-178000000	4	177500001	178000000	0.946	0.988	0.899
4:178000001-178500000	4	178000001	178500000	1.01	1.035	0.875
4:178500001-179000000	4	178500001	179000000	0.962	1.188	1.114
4:179500001-180000000	4	179500001	180000000	1.066	0.929	0.838
4:180000001-180500000	4	180000001	180500000	1.057	0.955	1.031
4:180500001-181000000	4	180500001	181000000	1.005	0.941	1.069
4:181000001-181500000	4	181000001	181500000	1.004	0.86	0.986
4:181500001-182000000	4	181500001	182000000	1.04	0.926	0.971
4:182000001-182500000	4	182000001	182500000	0.993	1.13	0.826
4:182500001-183000000	4	182500001	183000000	0.983	0.973	1.075
4:183500001-184000000	4	183500001	184000000	0.967	0.913	1.029
4:184000001-184500000	4	184000001	184500000	0.963	0.932	1.003
4:184500001-185000000	4	184500001	185000000	0.984	0.877	0.932
4:185000001-185500000	4	185000001	185500000	0.987	0.977	0.938
4:185500001-186000000	4	185500001	186000000	0.979	0.925	0.888
4:186000001-186500000	4	186000001	186500000	1.083	0.976	1
4:186500001-187000000	4	186500001	187000000	0.958	0.991	0.964
4:187000001-187500000	4	187000001	187500000	0.918	0.903	0.886
4:187500001-188000000	4	187500001	188000000	0.932	0.987	0.974
4:188500001-189000000	4	188500001	189000000	1.079	1.023	0.949
4:189000001-189500000	4	189000001	189500000	0.918	1.031	0.994
5:500001-1000000	5	500001	1000000	1.269	1.122	1.155
5:1000001-1500000	5	1000001	1500000	1.145	1.169	1.109
5:1500001-2000000	5	1500001	2000000	1.208	1.205	1.119
5:2000001-2500000	5	2000001	2500000	1.123	1.182	1.035
5:2500001-3000000	5	2500001	3000000	1.07	1.066	1.003
5:3000001-3500000	5	3000001	3500000	1.086	1.081	1.091
5:4000001-4500000	5	4000001	4500000	1.106	0.935	1.091
5:4500001-5000000	5	4500001	5000000	1.05	1.055	1.117
5:5500001-6000000	5	5500001	6000000	1.078	1.114	1.098
5:6000001-6500000	5	6000001	6500000	1.093	1.136	1.087
5:6500001-7000000	5	6500001	7000000	1.143	1.141	1.028
5:7000001-7500000	5	7000001	7500000	1.206	1.119	1.207
5:7500001-8000000	5	7500001	8000000	1.178	1.026	1.005
5:8000001-8500000	5	8000001	8500000	1.181	1.047	1.174
5:9000001-9500000	5	9000001	9500000	1.185	1.242	1.077
5:9500001-10000000	5	9500001	10000000	1.152	1.127	1.041
5:10000001-10500000	5	10000001	10500000	1.229	1.084	0.958
5:10500001-11000000	5	10500001	11000000	1.095	1.148	1.16
5:11000001-11500000	5	11000001	11500000	1.2	1.149	1.158
5:11500001-12000000	5	11500001	12000000	1.15	1.053	1.034
5:12000001-12500000	5	12000001	12500000	1.163	1.3	1.146
5:12500001-13000000	5	12500001	13000000	1.151	1.167	1.177
5:13000001-13500000	5	13000001	13500000	1.172	1.147	1.143
5:13500001-14000000	5	13500001	14000000	1.125	1.214	1.157
5:14000001-14500000	5	14000001	14500000	1.106	1.012	1.111
5:14500001-15000000	5	14500001	15000000	1.163	1.023	1.027
5:15000001-15500000	5	15000001	15500000	1.15	1.173	1.062
5:15500001-16000000	5	15500001	16000000	1.135	1.166	1.191
5:16000001-16500000	5	16000001	16500000	1.237	1.117	1.157
5:16500001-17000000	5	16500001	17000000	1.192	1.054	1.252
5:17000001-17500000	5	17000001	17500000	1.1	1.074	1.133
5:17500001-18000000	5	17500001	18000000	1.102	1.184	1.172
5:18000001-18500000	5	18000001	18500000	1.203	1.147	1.07
5:18500001-19000000	5	18500001	19000000	1.128	1.1	1.054
5:19000001-19500000	5	19000001	19500000	1.139	1.272	1.116
5:19500001-20000000	5	19500001	20000000	1.232	1.152	1.177
5:20000001-20500000	5	20000001	20500000	1.216	1.128	1.16
5:21500001-22000000	5	21500001	22000000	1.089	1.041	1.02
5:22000001-22500000	5	22000001	22500000	1.142	1.063	1.16
5:22500001-23000000	5	22500001	23000000	1.211	1.133	1.112
5:23000001-23500000	5	23000001	23500000	1.142	1.081	1.084
5:23500001-24000000	5	23500001	24000000	1.111	1.099	1.048
5:24000001-24500000	5	24000001	24500000	1.179	1.153	1.001
5:24500001-25000000	5	24500001	25000000	1.141	1.202	1.053
5:25000001-25500000	5	25000001	25500000	1.198	1.195	1.073
5:25500001-26000000	5	25500001	26000000	1.117	1.071	1.187
5:26000001-26500000	5	26000001	26500000	1.086	1.042	1.034
5:26500001-27000000	5	26500001	27000000	1.264	1.014	1.036
5:27000001-27500000	5	27000001	27500000	1.248	1.185	1.11
5:27500001-28000000	5	27500001	28000000	1.138	1.253	1.044
5:28000001-28500000	5	28000001	28500000	1.119	1.144	1.104
5:28500001-29000000	5	28500001	29000000	1.152	1.293	1.129
5:29000001-29500000	5	29000001	29500000	1.229	1.131	1.171
5:29500001-30000000	5	29500001	30000000	1.109	1.151	1.134
5:30000001-30500000	5	30000001	30500000	1.225	1.255	1.077
5:30500001-31000000	5	30500001	31000000	1.249	1.182	1.161
5:31000001-31500000	5	31000001	31500000	1.208	0.943	1.092
